"journal_name","issn","e_issn","category","edition","total_citations","impact_factor_2025","jif_quartile","jci_2025","percent_citable_oa"
"Surface Science and Technology","2097-3624","2731-7838","MATERIALS SCIENCE, COATINGS & FILMS","('ESCI',)","455","7.0","Q1","0.69","100.00"
"CRITICAL REVIEWS IN MICROBIOLOGY","1040-841X","1549-7828","MICROBIOLOGY","('SCIE',)","6,021","7.0","Q1","0.63","16.03"
"ADVANCES IN PHYSICS","0001-8732","1460-6976","PHYSICS, CONDENSED MATTER","('SCIE',)","6,699","7.0","Q1","0.54","0.00"
"AMERICAN SOCIOLOGICAL REVIEW","0003-1224","1939-8271","SOCIOLOGY","('SSCI',)","26,381","6.9","Q1","3.28","33.64"
"ARTHROSCOPY-THE JOURNAL OF ARTHROSCOPIC AND RELATED SURGERY","0749-8063","1526-3231","('ORTHOPEDICS', 'SPORT SCIENCES', 'SURGERY')","('SCIE', 'SCIE', 'SCIE')","23,271","6.9","('Q1', 'Q1', 'Q1')","2.26","8.02"
"Assessment & Evaluation in Higher Education","0260-2938","1469-297X","EDUCATION & EDUCATIONAL RESEARCH","('SSCI',)","7,790","6.9","Q1","2.24","30.31"
"JOURNAL OF ORTHOPAEDIC & SPORTS PHYSICAL THERAPY","0190-6011","1938-1344","('ORTHOPEDICS', 'REHABILITATION', 'SPORT SCIENCES')","('SCIE', 'SCIE', 'SCIE')","11,724","6.9","('Q1', 'Q1', 'Q1')","2.16","3.41"
"Photoacoustics","2213-5979","2213-5979","('ENGINEERING, BIOMEDICAL', 'INSTRUMENTS & INSTRUMENTATION', 'RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING')","('SCIE', 'SCIE', 'SCIE')","4,068","6.9","('Q1', 'Q1', 'Q1')","1.90","100.00"
"American Economic Journal-Macroeconomics","1945-7707","1945-7715","ECONOMICS","('SSCI',)","5,336","6.9","Q1","1.89","0.68"
"Chinese Journal of Aeronautics","1000-9361","2588-9230","ENGINEERING, AEROSPACE","('SCIE',)","18,249","6.9","Q1","1.87","96.21"
"International Journal of Stroke","1747-4930","1747-4949","('CLINICAL NEUROLOGY', 'PERIPHERAL VASCULAR DISEASE')","('SCIE', 'SCIE')","9,802","6.9","('Q1', 'Q1')","1.78","28.17"
"ACM TRANSACTIONS ON SOFTWARE ENGINEERING AND METHODOLOGY","1049-331X","1557-7392","COMPUTER SCIENCE, SOFTWARE ENGINEERING","('SCIE',)","5,520","6.9","Q1","1.69","20.90"
"BEST PRACTICE & RESEARCH CLINICAL ENDOCRINOLOGY & METABOLISM","1521-690X","1532-1908","ENDOCRINOLOGY & METABOLISM","('SCIE',)","6,197","6.9","Q1","1.66","33.73"
"ACM Transactions on Knowledge Discovery from Data","1556-4681","1556-472X","('COMPUTER SCIENCE, INFORMATION SYSTEMS', 'COMPUTER SCIENCE, SOFTWARE ENGINEERING')","('SCIE', 'SCIE')","5,904","6.9","('Q1', 'Q1')","1.58","12.93"
"Circulation-Cardiovascular Quality and Outcomes","1941-7705","1941-7713","CARDIAC & CARDIOVASCULAR SYSTEMS","('SCIE',)","8,355","6.9","Q1","1.57","14.78"
"JOURNAL OF CORPORATE FINANCE","0929-1199","1872-6313","BUSINESS, FINANCE","('SSCI',)","21,913","6.9","Q1","1.55","35.65"
"PLANT CELL AND ENVIRONMENT","0140-7791","1365-3040","PLANT SCIENCES","('SCIE',)","37,740","6.9","Q1","1.55","30.66"
"BULLETIN OF THE WORLD HEALTH ORGANIZATION","0042-9686","1564-0604","PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH","('SCIE',)","16,149","6.9","Q1","1.53","100.00"
"JOURNAL OF CONSUMER PSYCHOLOGY","1057-7408","1532-7663","('BUSINESS', 'PSYCHOLOGY, APPLIED')","('SSCI', 'SSCI')","9,710","6.9","('Q1', 'Q1')","1.52","40.16"
"OMEGA-INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE","0305-0483","1873-5274","('MANAGEMENT', 'OPERATIONS RESEARCH & MANAGEMENT SCIENCE')","('SSCI', 'SCIE')","13,878","6.9","('Q1', 'Q1')","1.49","26.83"
"PLOS BIOLOGY","1544-9173","1545-7885","('BIOCHEMISTRY & MOLECULAR BIOLOGY', 'BIOLOGY')","('SCIE', 'SCIE')","42,592","6.9","('Q1', 'Q1')","1.49","100.00"
"Academy of Management Perspectives","1558-9080","","('BUSINESS', 'MANAGEMENT')","('SSCI', 'SSCI')","6,193","6.9","('Q1', 'Q1')","1.47","0.00"
"IEEE Transactions on Green Communications and Networking","2473-2400","2473-2400","TELECOMMUNICATIONS","('SCIE',)","5,152","6.9","Q1","1.44","4.60"
"Journal of Clinical Lipidology","1933-2874","1876-4789","PHARMACOLOGY & PHARMACY","('SCIE',)","5,163","6.9","Q1","1.43","23.72"
"PROSTATE CANCER AND PROSTATIC DISEASES","1365-7852","1476-5608","('ONCOLOGY', 'UROLOGY & NEPHROLOGY')","('SCIE', 'SCIE')","5,241","6.9","('Q1', 'Q1')","1.39","34.08"
"REDOX REPORT","1351-0002","1743-2928","BIOCHEMISTRY & MOLECULAR BIOLOGY","('SCIE',)","2,765","6.9","Q1","1.39","100.00"
"Annals of Intensive Care","2110-5820","2110-5820","CRITICAL CARE MEDICINE","('SCIE',)","7,709","6.9","Q1","1.38","100.00"
"Drug Delivery and Translational Research","2190-393X","2190-3948","('MEDICINE, RESEARCH & EXPERIMENTAL', 'PHARMACOLOGY & PHARMACY')","('SCIE', 'SCIE')","10,319","6.9","('Q1', 'Q1')","1.38","39.34"
"BULLETIN OF THE AMERICAN METEOROLOGICAL SOCIETY","0003-0007","1520-0477","METEOROLOGY & ATMOSPHERIC SCIENCES","('SCIE',)","29,030","6.9","Q1","1.36","13.35"
"Innovative Food Science & Emerging Technologies","1466-8564","1878-5522","FOOD SCIENCE & TECHNOLOGY","('SCIE',)","19,486","6.9","Q1","1.36","21.04"
"GLOBAL BIOGEOCHEMICAL CYCLES","0886-6236","1944-9224","('ENVIRONMENTAL SCIENCES', 'GEOSCIENCES, MULTIDISCIPLINARY', 'METEOROLOGY & ATMOSPHERIC SCIENCES')","('SCIE', 'SCIE', 'SCIE')","18,541","6.9","('Q1', 'Q1', 'Q1')","1.33","58.27"
"Sensors and Actuators Reports","2666-0539","2666-0539","('BIOTECHNOLOGY & APPLIED MICROBIOLOGY', 'CHEMISTRY, ANALYTICAL', 'ELECTROCHEMISTRY', 'INSTRUMENTS & INSTRUMENTATION', 'NANOSCIENCE & NANOTECHNOLOGY')","('SCIE', 'SCIE', 'SCIE', 'SCIE', 'SCIE')","2,275","6.9","('Q1', 'Q1', 'Q1', 'Q1', 'Q2')","1.31","99.26"
"IEEE CONTROL SYSTEMS MAGAZINE","1066-033X","1941-000X","AUTOMATION & CONTROL SYSTEMS","('SCIE',)","4,896","6.9","Q1","1.29","0.00"
"SURFACE & COATINGS TECHNOLOGY","0257-8972","1879-3347","('MATERIALS SCIENCE, COATINGS & FILMS', 'PHYSICS, APPLIED')","('SCIE', 'SCIE')","77,700","6.9","('Q1', 'Q1')","1.29","14.91"
"Pharmaceutics","","1999-4923","PHARMACOLOGY & PHARMACY","('SCIE',)","82,501","6.9","Q1","1.26","99.93"
"ENTREPRENEURSHIP THEORY AND PRACTICE","1042-2587","1540-6520","BUSINESS","('SSCI',)","17,052","6.9","Q1","1.25","36.29"
"MOLECULAR CANCER THERAPEUTICS","1535-7163","1538-8514","ONCOLOGY","('SCIE',)","20,008","6.9","Q1","1.23","36.23"
"Case Studies in Construction Materials","2214-5095","2214-5095","('CONSTRUCTION & BUILDING TECHNOLOGY', 'ENGINEERING, CIVIL', 'MATERIALS SCIENCE, MULTIDISCIPLINARY')","('SCIE', 'SCIE', 'SCIE')","31,863","6.9","('Q1', 'Q1', 'Q2')","1.21","100.00"
"Lipids in Health and Disease","","1476-511X","('BIOCHEMISTRY & MOLECULAR BIOLOGY', 'NUTRITION & DIETETICS')","('SCIE', 'SCIE')","14,903","6.9","('Q1', 'Q1')","1.21","100.00"
"Cell Reports Physical Science","","2666-3864","('CHEMISTRY, MULTIDISCIPLINARY', 'ENERGY & FUELS', 'MATERIALS SCIENCE, MULTIDISCIPLINARY', 'PHYSICS, MULTIDISCIPLINARY')","('SCIE', 'SCIE', 'SCIE', 'SCIE')","15,143","6.9","('Q1', 'Q2', 'Q2', 'Q1')","1.15","100.00"
"Building Simulation","1996-3599","1996-8744","('CONSTRUCTION & BUILDING TECHNOLOGY', 'THERMODYNAMICS')","('SCIE', 'SCIE')","5,618","6.9","('Q1', 'Q1')","1.07","13.30"
"Journal of the Taiwan Institute of Chemical Engineers","1876-1070","1876-1089","ENGINEERING, CHEMICAL","('SCIE',)","22,085","6.9","Q1","1.00","6.82"
"International Journal of Lightweight Materials and Manufacture","2589-7225","2588-8404","MATERIALS SCIENCE, COMPOSITES","('ESCI',)","1,920","6.9","Q2","0.97","100.00"
"Communications Chemistry","2399-3669","2399-3669","CHEMISTRY, MULTIDISCIPLINARY","('SCIE',)","9,072","6.9","Q1","0.96","100.00"
"Journal of Science-Advanced Materials and Devices","2468-2284","2468-2179","('MATERIALS SCIENCE, MULTIDISCIPLINARY', 'NANOSCIENCE & NANOTECHNOLOGY')","('SCIE', 'SCIE')","5,427","6.9","('Q2', 'Q2')","0.89","99.56"
"Chemical Engineering Journal Advances","2666-8211","2666-8211","('ENGINEERING, CHEMICAL', 'ENGINEERING, ENVIRONMENTAL')","('ESCI', 'ESCI')","5,325","6.9","('Q1', 'Q2')","0.79","100.00"
"Frontiers in Synaptic Neuroscience","1663-3563","1663-3563","NEUROSCIENCES","('SCIE',)","1,817","6.9","Q1","0.72","100.00"
"JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY","0022-3514","1939-1315","PSYCHOLOGY, SOCIAL","('SSCI',)","90,080","6.8","Q1","2.43","20.99"
"International Journal of Computer-Supported Collaborative Learning","1556-1607","1556-1615","('EDUCATION & EDUCATIONAL RESEARCH', 'INFORMATION SCIENCE & LIBRARY SCIENCE')","('SSCI', 'SSCI')","1,687","6.8","('Q1', 'Q1')","2.21","60.32"
"HUMAN REPRODUCTION","0268-1161","1460-2350","('OBSTETRICS & GYNECOLOGY', 'REPRODUCTIVE BIOLOGY')","('SCIE', 'SCIE')","36,998","6.8","('Q1', 'Q1')","2.13","35.54"
"MONOGRAPHS OF THE SOCIETY FOR RESEARCH IN CHILD DEVELOPMENT","0037-976X","1540-5834","PSYCHOLOGY, DEVELOPMENTAL","('SSCI',)","2,557","6.8","Q1","2.01","66.67"
"Journal of Transport Geography","0966-6923","1873-1236","('ECONOMICS', 'GEOGRAPHY', 'TRANSPORTATION')","('SSCI', 'SSCI', 'SSCI')","20,255","6.8","('Q1', 'Q1', 'Q1')","1.90","40.79"
"IEEE Transactions on Dependable and Secure Computing","1545-5971","1941-0018","('COMPUTER SCIENCE, HARDWARE & ARCHITECTURE', 'COMPUTER SCIENCE, INFORMATION SYSTEMS', 'COMPUTER SCIENCE, SOFTWARE ENGINEERING')","('SCIE', 'SCIE', 'SCIE')","12,221","6.8","('Q1', 'Q1', 'Q1')","1.78","4.52"
"FOOD POLICY","0306-9192","1873-5657","('AGRICULTURAL ECONOMICS & POLICY', 'ECONOMICS', 'FOOD SCIENCE & TECHNOLOGY', 'NUTRITION & DIETETICS')","('SCIE', 'SSCI', 'SCIE', 'SCIE')","13,083","6.8","('Q1', 'Q1', 'Q1', 'Q1')","1.76","54.48"
"BMJ Quality & Safety","2044-5415","2044-5423","('HEALTH CARE SCIENCES & SERVICES', 'HEALTH POLICY & SERVICES')","('SCIE', 'SSCI')","8,430","6.8","('Q1', 'Q1')","1.72","48.98"
"INTERNATIONAL JOURNAL OF SUSTAINABLE DEVELOPMENT AND WORLD ECOLOGY","1350-4509","1745-2627","('ECOLOGY', 'GREEN & SUSTAINABLE SCIENCE & TECHNOLOGY')","('SCIE', 'SCIE')","3,999","6.8","('Q1', 'Q2')","1.72","7.10"
"ALIMENTARY PHARMACOLOGY & THERAPEUTICS","0269-2813","1365-2036","('GASTROENTEROLOGY & HEPATOLOGY', 'PHARMACOLOGY & PHARMACY')","('SCIE', 'SCIE')","24,989","6.8","('Q1', 'Q1')","1.69","47.44"
"Journal of Geovisualization and Spatial Analysis","2509-8810","2509-8829","('ENVIRONMENTAL SCIENCES', 'GEOGRAPHY', 'GEOGRAPHY, PHYSICAL', 'REMOTE SENSING')","('ESCI', 'ESCI', 'ESCI', 'ESCI')","1,077","6.8","('Q1', 'Q1', 'Q1', 'Q1')","1.63","29.63"
"JCI Insight","","2379-3708","MEDICINE, RESEARCH & EXPERIMENTAL","('SCIE',)","32,354","6.8","Q1","1.62","99.54"
"IEEE TRANSACTIONS ON VISUALIZATION AND COMPUTER GRAPHICS","1077-2626","1941-0506","COMPUTER SCIENCE, SOFTWARE ENGINEERING","('SCIE',)","27,250","6.8","Q1","1.60","9.42"
"JOURNAL OF AUTOIMMUNITY","0896-8411","1095-9157","IMMUNOLOGY","('SCIE',)","10,950","6.8","Q1","1.59","48.47"
"JOURNAL OF ETHNOPHARMACOLOGY","0378-8741","1872-7573","('CHEMISTRY, MEDICINAL', 'INTEGRATIVE & COMPLEMENTARY MEDICINE', 'PHARMACOLOGY & PHARMACY', 'PLANT SCIENCES')","('SCIE', 'SCIE', 'SCIE', 'SCIE')","72,710","6.8","('Q1', 'Q1', 'Q1', 'Q1')","1.52","12.52"
"Journal of Computational Design and Engineering","","2288-5048","('COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS', 'ENGINEERING, MULTIDISCIPLINARY')","('SCIE', 'SCIE')","3,821","6.8","('Q1', 'Q1')","1.51","99.72"
"GIScience & Remote Sensing","1548-1603","1943-7226","('GEOGRAPHY, PHYSICAL', 'REMOTE SENSING')","('SCIE', 'SCIE')","5,449","6.8","('Q1', 'Q1')","1.44","100.00"
"Journal of Intellectual Capital","1469-1930","1758-7468","('BUSINESS', 'MANAGEMENT')","('SSCI', 'SSCI')","4,465","6.8","('Q1', 'Q1')","1.44","5.06"
"MEDICAL JOURNAL OF AUSTRALIA","0025-729X","1326-5377","MEDICINE, GENERAL & INTERNAL","('SCIE',)","12,934","6.8","Q1","1.44","80.99"
"LAB ANIMAL","0093-7355","1548-4475","VETERINARY SCIENCES","('SCIE',)","1,560","6.8","Q1","1.41","66.67"
"SURVEY OF OPHTHALMOLOGY","0039-6257","1879-3304","OPHTHALMOLOGY","('SCIE',)","8,732","6.8","Q1","1.41","23.22"
"COMPUTERS & SECURITY","0167-4048","1872-6208","COMPUTER SCIENCE, INFORMATION SYSTEMS","('SCIE',)","18,444","6.8","Q1","1.39","28.82"
"Information and Organization","1471-7727","1873-7919","('INFORMATION SCIENCE & LIBRARY SCIENCE', 'MANAGEMENT')","('SSCI', 'SSCI')","2,063","6.8","('Q1', 'Q1')","1.39","52.86"
"BIOLOGY AND FERTILITY OF SOILS","0178-2762","1432-0789","SOIL SCIENCE","('SCIE',)","12,232","6.8","Q1","1.34","30.28"
"Electronic Commerce Research and Applications","1567-4223","1873-7846","('BUSINESS', 'COMPUTER SCIENCE, INFORMATION SYSTEMS', 'COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS')","('SSCI', 'SCIE', 'SCIE')","6,219","6.8","('Q1', 'Q1', 'Q1')","1.27","12.90"
"EUROPEAN POLYMER JOURNAL","0014-3057","1873-1945","POLYMER SCIENCE","('SCIE',)","39,432","6.8","Q1","1.20","16.66"
"PUBLICATIONS OF THE ASTRONOMICAL SOCIETY OF THE PACIFIC","0004-6280","1538-3873","ASTRONOMY & ASTROPHYSICS","('SCIE',)","18,755","6.8","Q1","1.17","63.79"
"CLINICAL AND EXPERIMENTAL HYPERTENSION","1064-1963","1525-6006","('PERIPHERAL VASCULAR DISEASE', 'PHARMACOLOGY & PHARMACY')","('SCIE', 'SCIE')","2,448","6.8","('Q1', 'Q1')","1.16","99.32"
"JBI Evidence Synthesis","","2689-8381","HEALTH CARE SCIENCES & SERVICES","('ESCI',)","6,521","6.8","Q1","1.15","13.25"
"Nanophotonics","2192-8606","2192-8614","('MATERIALS SCIENCE, MULTIDISCIPLINARY', 'NANOSCIENCE & NANOTECHNOLOGY', 'OPTICS', 'PHYSICS, APPLIED')","('SCIE', 'SCIE', 'SCIE', 'SCIE')","18,290","6.8","('Q2', 'Q2', 'Q1', 'Q1')","1.15","100.00"
"Virulence","2150-5594","2150-5608","('IMMUNOLOGY', 'INFECTIOUS DISEASES', 'MICROBIOLOGY')","('SCIE', 'SCIE', 'SCIE')","10,048","6.8","('Q1', 'Q1', 'Q1')","1.12","100.00"
"Bioelectronic Medicine","","2332-8886","('ENGINEERING, BIOMEDICAL', 'NEUROSCIENCES')","('ESCI', 'ESCI')","703","6.8","('Q1', 'Q1')","1.06","100.00"
"Neuroscience Bulletin","1673-7067","1995-8218","NEUROSCIENCES","('SCIE',)","6,594","6.8","Q1","1.05","30.08"
"ANTIOXIDANTS & REDOX SIGNALING","1523-0864","1557-7716","('BIOCHEMISTRY & MOLECULAR BIOLOGY', 'ENDOCRINOLOGY & METABOLISM')","('SCIE', 'SCIE')","25,052","6.8","('Q1', 'Q1')","1.04","10.77"
"Maritime Economics & Logistics","1479-2931","1479-294X","TRANSPORTATION","('SSCI',)","1,849","6.8","Q1","0.99","20.25"
"JOURNAL OF MACHINE LEARNING RESEARCH","1532-4435","","('AUTOMATION & CONTROL SYSTEMS', 'COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE')","('SCIE', 'SCIE')","67,823","6.8","('Q1', 'Q1')","0.94","0.19"
"Journal of International Business Policy","2522-0691","2522-0705","BUSINESS","('ESCI',)","1,496","6.8","Q1","0.83","69.81"
"Gas Science and Engineering","2949-9097","2949-9089","('ENERGY & FUELS', 'ENGINEERING, CHEMICAL')","('SCIE', 'SCIE')","3,573","6.8","('Q2', 'Q1')","0.81","13.80"
"RIVISTA DEL NUOVO CIMENTO","0393-697X","1826-9850","PHYSICS, MULTIDISCIPLINARY","('SCIE',)","1,161","6.8","Q1","0.77","81.82"
"FOOD REVIEWS INTERNATIONAL","8755-9129","1525-6103","('FOOD SCIENCE & TECHNOLOGY', 'NUTRITION & DIETETICS')","('SCIE', 'SCIE')","9,464","6.8","('Q1', 'Q1')","0.67","5.70"
"SEMINARS IN ONCOLOGY","0093-7754","1532-8708","ONCOLOGY","('SCIE',)","4,376","6.8","Q1","0.51","19.47"
"HEALTH AFFAIRS","0278-2715","0278-2715","('HEALTH CARE SCIENCES & SERVICES', 'HEALTH POLICY & SERVICES')","('SCIE', 'SSCI')","20,492","6.7","('Q1', 'Q1')","2.53","26.05"
"INTERACTIVE LEARNING ENVIRONMENTS","1049-4820","1744-5191","EDUCATION & EDUCATIONAL RESEARCH","('SSCI',)","11,700","6.7","Q1","2.12","6.74"
"Contemporary Educational Technology","","1309-517X","EDUCATION & EDUCATIONAL RESEARCH","('ESCI',)","1,823","6.7","Q1","2.06","98.21"
"JOURNAL OF HEART AND LUNG TRANSPLANTATION","1053-2498","1557-3117","('CARDIAC & CARDIOVASCULAR SYSTEMS', 'RESPIRATORY SYSTEM', 'SURGERY', 'TRANSPLANTATION')","('SCIE', 'SCIE', 'SCIE', 'SCIE')","14,069","6.7","('Q1', 'Q1', 'Q1', 'Q1')","1.91","15.76"
"JPAD-Journal of Prevention of Alzheimers Disease","2274-5807","2426-0266","CLINICAL NEUROLOGY","('SCIE',)","5,063","6.7","Q1","1.91","99.79"
"Journal of Occupational Health Psychology","1076-8998","1939-1307","('PSYCHOLOGY, APPLIED', 'PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH')","('SSCI', 'SSCI')","9,089","6.7","('Q1', 'Q1')","1.86","18.57"
"JOURNAL OF APPLIED PSYCHOLOGY","0021-9010","1939-1854","('MANAGEMENT', 'PSYCHOLOGY, APPLIED')","('SSCI', 'SSCI')","56,414","6.7","('Q1', 'Q1')","1.82","6.32"
"Fire Ecology","1933-9747","1933-9747","('ECOLOGY', 'FORESTRY')","('SCIE', 'SCIE')","2,907","6.7","('Q1', 'Q1')","1.78","100.00"
"EUROPEAN JOURNAL OF AGRONOMY","1161-0301","1873-7331","AGRONOMY","('SCIE',)","16,209","6.7","Q1","1.76","31.09"
"Crop Journal","2095-5421","2214-5141","('AGRONOMY', 'PLANT SCIENCES')","('SCIE', 'SCIE')","7,947","6.7","('Q1', 'Q1')","1.69","95.73"
"Equilibrium-Quarterly Journal of Economics and Economic Policy","1689-765X","2353-3293","ECONOMICS","('ESCI',)","828","6.7","Q1","1.64","97.14"
"Propulsion and Power Research","2212-540X","2212-540X","('ENGINEERING, AEROSPACE', 'ENGINEERING, MECHANICAL', 'THERMODYNAMICS')","('SCIE', 'SCIE', 'SCIE')","1,715","6.7","('Q1', 'Q1', 'Q1')","1.62","100.00"
"Biofilm","2590-2075","2590-2075","MICROBIOLOGY","('ESCI',)","1,835","6.7","Q1","1.59","100.00"
"TALANTA","0039-9140","1873-3573","CHEMISTRY, ANALYTICAL","('SCIE',)","71,686","6.7","Q1","1.53","13.06"
"International Journal of Geo-Engineering","2092-9196","2198-2783","ENGINEERING, GEOLOGICAL","('ESCI',)","964","6.7","Q1","1.52","100.00"
"ECOLOGICAL ECONOMICS","0921-8009","1873-6106","('ECOLOGY', 'ECONOMICS', 'ENVIRONMENTAL SCIENCES', 'ENVIRONMENTAL STUDIES')","('SCIE', 'SSCI', 'SCIE', 'SSCI')","37,833","6.7","('Q1', 'Q1', 'Q1', 'Q1')","1.48","58.08"
"Molecular Systems Biology","1744-4292","1744-4292","BIOCHEMISTRY & MOLECULAR BIOLOGY","('SCIE',)","10,364","6.7","Q1","1.42","100.00"
"European Journal of Medicinal Chemistry Reports","2772-4174","2772-4174","CHEMISTRY, MEDICINAL","('ESCI',)","1,529","6.7","Q1","1.36","100.00"
"EUROPEAN JOURNAL OF MEDICINAL CHEMISTRY","0223-5234","1768-3254","CHEMISTRY, MEDICINAL","('SCIE',)","62,317","6.7","Q1","1.32","15.37"
"INTERNATIONAL JOURNAL OF IMPACT ENGINEERING","0734-743X","1879-3509","('ENGINEERING, MECHANICAL', 'MECHANICS')","('SCIE', 'SCIE')","22,468","6.7","('Q1', 'Q1')","1.32","18.70"
"EUROPEAN JOURNAL OF ENDOCRINOLOGY","0804-4643","1479-683X","ENDOCRINOLOGY & METABOLISM","('SCIE',)","16,421","6.7","Q1","1.31","47.66"
"Trauma Violence & Abuse","1524-8380","1552-8324","('CRIMINOLOGY & PENOLOGY', 'FAMILY STUDIES', 'SOCIAL WORK')","('SSCI', 'SSCI', 'SSCI')","11,615","6.7","('Q1', 'Q1', 'Q1')","1.31","47.38"
"Progress in Electromagnetics Research-PIER","1070-4698","1559-8985","('ENGINEERING, ELECTRICAL & ELECTRONIC', 'PHYSICS, APPLIED', 'TELECOMMUNICATIONS')","('SCIE', 'SCIE', 'SCIE')","2,300","6.7","('Q1', 'Q1', 'Q1')","1.27","70.45"
"Fuzzy Optimization and Decision Making","1568-4539","1573-2908","('COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE', 'OPERATIONS RESEARCH & MANAGEMENT SCIENCE')","('SCIE', 'SCIE')","1,349","6.7","('Q1', 'Q1')","1.24","15.63"
"JOURNAL OF AGRICULTURAL AND FOOD CHEMISTRY","0021-8561","1520-5118","('AGRICULTURE, MULTIDISCIPLINARY', 'CHEMISTRY, APPLIED', 'FOOD SCIENCE & TECHNOLOGY')","('SCIE', 'SCIE', 'SCIE')","166,447","6.7","('Q1', 'Q1', 'Q1')","1.21","8.72"
"Sustainable Futures","2666-1888","2666-1888","('ENVIRONMENTAL SCIENCES', 'OPERATIONS RESEARCH & MANAGEMENT SCIENCE')","('ESCI', 'ESCI')","3,975","6.7","('Q1', 'Q1')","1.21","99.93"
"Strategic Entrepreneurship Journal","1932-4391","1932-443X","('BUSINESS', 'MANAGEMENT')","('SSCI', 'SSCI')","4,245","6.7","('Q1', 'Q1')","1.18","57.29"
"Journal of Service Theory and Practice","2055-6225","2055-6225","('BUSINESS', 'MANAGEMENT')","('SSCI', 'SSCI')","1,916","6.7","('Q1', 'Q1')","1.16","10.69"
"ACS Polymers Au","","2694-2453","POLYMER SCIENCE","('ESCI',)","1,113","6.7","Q1","1.14","100.00"
"Strategy Science","2333-2050","2333-2077","MANAGEMENT","('ESCI',)","1,150","6.7","Q1","1.13","0.00"
"Journal of Oral Microbiology","","2000-2297","MICROBIOLOGY","('SCIE',)","2,992","6.7","Q1","1.11","100.00"
"Microbial Biotechnology","1751-7915","1751-7915","('BIOTECHNOLOGY & APPLIED MICROBIOLOGY', 'MICROBIOLOGY')","('SCIE', 'SCIE')","10,793","6.7","('Q1', 'Q1')","1.11","100.00"
"Current Research in Biotechnology","2590-2628","2590-2628","BIOTECHNOLOGY & APPLIED MICROBIOLOGY","('ESCI',)","1,589","6.7","Q1","1.10","100.00"
"Journal of Alloys and Compounds","0925-8388","1873-4669","('CHEMISTRY, PHYSICAL', 'MATERIALS SCIENCE, MULTIDISCIPLINARY', 'METALLURGY & METALLURGICAL ENGINEERING')","('SCIE', 'SCIE', 'SCIE')","275,577","6.7","('Q2', 'Q2', 'Q1')","1.09","7.28"
"JOURNAL OF ANALYTICAL AND APPLIED PYROLYSIS","0165-2370","1873-250X","('CHEMISTRY, ANALYTICAL', 'ENERGY & FUELS', 'ENGINEERING, CHEMICAL')","('SCIE', 'SCIE', 'SCIE')","27,022","6.7","('Q1', 'Q2', 'Q1')","1.09","13.10"
"Chinese Journal of Cancer Research","1000-9604","1993-0631","ONCOLOGY","('SCIE',)","3,393","6.7","Q1","1.08","100.00"
"Sustainable Chemistry and Pharmacy","","2352-5541","('CHEMISTRY, MULTIDISCIPLINARY', 'ENVIRONMENTAL SCIENCES', 'GREEN & SUSTAINABLE SCIENCE & TECHNOLOGY')","('SCIE', 'SCIE', 'SCIE')","10,702","6.7","('Q2', 'Q1', 'Q2')","1.08","16.82"
"BioChip Journal","1976-0280","2092-7843","('BIOCHEMICAL RESEARCH METHODS', 'CHEMISTRY, ANALYTICAL', 'NANOSCIENCE & NANOTECHNOLOGY')","('SCIE', 'SCIE', 'SCIE')","1,680","6.7","('Q1', 'Q1', 'Q2')","1.05","21.79"
"mLife","2097-1699","2770-100X","MICROBIOLOGY","('ESCI',)","761","6.7","Q1","1.04","100.00"
"Advanced Intelligent Systems","","2640-4567","('AUTOMATION & CONTROL SYSTEMS', 'COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE', 'ROBOTICS')","('SCIE', 'SCIE', 'SCIE')","11,417","6.7","('Q1', 'Q1', 'Q1')","1.01","100.00"
"Chemical & Biomedical Imaging","2832-3637","2832-3637","('CHEMISTRY, ANALYTICAL', 'ENGINEERING, BIOMEDICAL')","('ESCI', 'ESCI')","1,221","6.7","('Q1', 'Q1')","1.00","100.00"
"NEUROCOMPUTING","0925-2312","1872-8286","COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE","('SCIE',)","74,882","6.7","Q1","1.00","12.15"
"Biomaterials Advances","","2772-9508","MATERIALS SCIENCE, BIOMATERIALS","('SCIE',)","9,075","6.7","Q1","0.99","26.49"
"NanoImpact","2452-0748","2452-0748","('ENVIRONMENTAL SCIENCES', 'NANOSCIENCE & NANOTECHNOLOGY')","('SCIE', 'SCIE')","2,715","6.7","('Q1', 'Q2')","0.93","36.18"
"Visual Computing for Industry Biomedicine and Art","","2524-4442","('COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS', 'ENGINEERING, ELECTRICAL & ELECTRONIC', 'IMAGING SCIENCE & PHOTOGRAPHIC TECHNOLOGY')","('ESCI', 'ESCI', 'ESCI')","857","6.7","('Q1', 'Q1', 'Q1')","0.84","100.00"
